anime_id,title,title_english,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,duration_min,aired_from_year
23623,Non Non Biyori Repeat,Non Non Biyori Repeat,"Non Non Biyori 2nd Season, Non Non Biyori Second Season",https://myanimelist.cdn-dena.com/images/anime/9/75105.jpg,TV,Manga,12,Finished Airing,FALSE,"Jul 7, 2015 to Sep 22, 2015","{'from': '2015-07-07', 'to': '2015-09-22'}",23 min. per ep.,PG-13 - Teens 13 or older,8.23,45273,286,921,92898,855,"Episode 1 was previewed at a screening at Hibiya Kokaido in Tokyo on June 14, 2015. Regular broadcasting began on July 7, 2015.",Summer 2015,Tuesdays at 02:05 (JST),"{'Adaptation': [{'mal_id': 17552, 'type': 'manga', 'url': 'https://myanimelist.net/manga/17552/Non_Non_Biyori', 'title': 'Non Non Biyori'}], 'Prequel': [{'mal_id': 17549, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17549/Non_Non_Biyori', 'title': 'Non Non Biyori'}], 'Side story': [{'mal_id': 32547, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32547/Non_Non_Biyori_Repeat__Hotaru_ga_Tanoshinda', 'title': 'Non Non Biyori Repeat: Hotaru ga Tanoshinda'}], 'Sequel': [{'mal_id': 36990, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation', 'title': 'Non Non Biyori Movie: Vacation'}]}","TV Tokyo, Lantis",Sentai Filmworks,Silver Link.,"Comedy, School, Seinen, Slice of Life",23,2015
4537,Yagami-kun no Katei no Jijou,,"Yagami&#039;s Family Affairs, Yagami-kun&#039;s Family Affairs",https://myanimelist.cdn-dena.com/images/anime/11/8713.jpg,OVA,Manga,3,Finished Airing,FALSE,"May 25, 1990","{'from': '1990-05-25', 'to': '1990-05-25'}",30 min. per ep.,PG-13 - Teens 13 or older,6.35,348,6199,8527,876,5,,,,"{'Adaptation': [{'mal_id': 19329, 'type': 'manga', 'url': 'https://myanimelist.net/manga/19329/Yagami-kun_no_Katei_no_Jijou', 'title': 'Yagami-kun no Katei no Jijou'}]}",Kitty Films,,Production I.G,Comedy,30,1990
32983,Natsume Yuujinchou Go,Natsume&#039;s Book of Friends Season 5,"Natsume Yuujinchou Season 5, Natsume&#039;s Book of Friends Five",https://myanimelist.cdn-dena.com/images/anime/11/81755.jpg,TV,Manga,11,Finished Airing,FALSE,"Oct 5, 2016 to Dec 21, 2016","{'from': '2016-10-05', 'to': '2016-12-21'}",23 min. per ep.,PG-13 - Teens 13 or older,8.64,31558,63,1038,80448,459,,Fall 2016,Wednesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 1859, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1859/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}], 'Prequel': [{'mal_id': 11665, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi', 'title': 'Natsume Yuujinchou Shi'}], 'Side story': [{'mal_id': 34534, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials', 'title': 'Natsume Yuujinchou Go Specials'}], 'Sequel': [{'mal_id': 34591, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku', 'title': 'Natsume Yuujinchou Roku'}]}","TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",,Shuka,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",23,2016
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,,Gintama: Jump Festa 2015 Special,https://myanimelist.cdn-dena.com/images/anime/9/77240.jpg,Special,Manga,1,Finished Airing,FALSE,"Nov 3, 2015","{'from': '2015-11-03', 'to': '2015-11-03'}",12 min.,PG-13 - Teens 13 or older,8.14,7075,380,3165,14220,32,,,,"{'Parent story': [{'mal_id': 28977, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28977/Gintama°', 'title': 'Gintama°'}]}","TV Tokyo, Dentsu",,Bandai Namco Pictures,"Action, Comedy, Historical, Parody, Samurai, Shounen",12,2015
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope&#039;s Peak High School - Despair Arc,Danganronpa 3: The End of Hope&#039;s Peak Academy - Despair Volume,https://myanimelist.cdn-dena.com/images/anime/4/80932.jpg,TV,Game,11,Finished Airing,FALSE,"Jul 14, 2016 to Sep 22, 2016","{'from': '2016-07-14', 'to': '2016-09-22'}",23 min. per ep.,R - 17+ (violence & profanity),7.77,59925,937,703,121450,1926,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen is an original story following the characters of the visual novel Super Danganronpa 2: Sayonara Zetsubou Gakuen before they arrived at the island. It is a prequel to SDR2.,Summer 2016,Thursdays at 23:30 (JST),"{'Prequel': [{'mal_id': 16592, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation', 'title': 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation'}], 'Sequel': [{'mal_id': 32189, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32189/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Mirai-hen', 'title': 'Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen'}, {'mal_id': 34103, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34103/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Kibou-hen', 'title': 'Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen'}]}",,Funimation,Lerche,"Action, Mystery, Horror, Psychological, School",23,2016
64,Rozen Maiden,Rozen Maiden,,https://myanimelist.cdn-dena.com/images/anime/2/15728.jpg,TV,Manga,12,Finished Airing,FALSE,"Oct 8, 2004 to Dec 24, 2004","{'from': '2004-10-08', 'to': '2004-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,74301,1563,554,148187,1894,,Fall 2004,Fridays at 01:55 (JST),"{'Adaptation': [{'mal_id': 98, 'type': 'manga', 'url': 'https://myanimelist.net/manga/98/Rozen_Maiden', 'title': 'Rozen Maiden'}], 'Sequel': [{'mal_id': 65, 'type': 'anime', 'url': 'https://myanimelist.net/anime/65/Rozen_Maiden__Träumend', 'title': 'Rozen Maiden: Träumend'}], 'Other': [{'mal_id': 2237, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2237/Rozen_Maiden__Meitantei_Kunkun_-_Duell_Walzer', 'title': 'Rozen Maiden: Meitantei Kunkun - Duell Walzer'}], 'Alternative version': [{'mal_id': 18041, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18041/Rozen_Maiden_2013', 'title': 'Rozen Maiden (2013)'}]}","Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack",Sentai Filmworks,Nomad,"Action, Comedy, Drama, Magic, Seinen",24,2004
5682,Phantom: Requiem for the Phantom,Phantom: Requiem for the Phantom,,https://myanimelist.cdn-dena.com/images/anime/8/22470.jpg,TV,Visual novel,26,Finished Airing,FALSE,"Apr 3, 2009 to Sep 25, 2009","{'from': '2009-04-03', 'to': '2009-09-25'}",24 min. per ep.,R - 17+ (violence & profanity),8.11,83160,425,373,201912,3688,,Spring 2009,Fridays at 02:15 (JST),"{'Adaptation': [{'mal_id': 14804, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14804/Phantom__Requiem_for_the_Phantom', 'title': 'Phantom: Requiem for the Phantom'}, {'mal_id': 90576, 'type': 'manga', 'url': 'https://myanimelist.net/manga/90576/Phantom__Phantom_of_Inferno', 'title': 'Phantom: Phantom of Inferno'}], 'Alternative version': [{'mal_id': 438, 'type': 'anime', 'url': 'https://myanimelist.net/anime/438/Phantom_The_Animation', 'title': 'Phantom The Animation'}], 'Spin-off': [{'mal_id': 8705, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8705/Phantom__Requiem_for_the_Phantom_Picture_Drama', 'title': 'Phantom: Requiem for the Phantom Picture Drama'}]}",Genco,Funimation,Bee Train,"Action, Drama, Seinen, Thriller",24,2009
382,Futari Ecchi,Step Up Love Story,Futari H,https://myanimelist.cdn-dena.com/images/anime/10/20029.jpg,OVA,Manga,4,Finished Airing,FALSE,"Jul 26, 2002 to Jan 22, 2004","{'from': '2002-07-26', 'to': '2004-01-22'}",28 min. per ep.,R+ - Mild Nudity,6.49,12586,5639,2440,23492,33,"The Futari Ecchi OVA covers the first few chapters of the manga adaptation, although the anime is less explicit than the source material. Media Blasters acquired licensing rights for North American home video distribution, which they announced at Anime Expo in 2007.",,,"{'Adaptation': [{'mal_id': 318, 'type': 'manga', 'url': 'https://myanimelist.net/manga/318/Futari_Ecchi', 'title': 'Futari Ecchi'}], 'Sequel': [{'mal_id': 23985, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23985/Futari_Ecchi_2014', 'title': 'Futari Ecchi (2014)'}]}",Half H.P Studio,Media Blasters,Chaos Project,"Comedy, Ecchi, Romance, Seinen, Slice of Life",28,2002
13373,Kyoto Animation: Hana-hen,Flower,Kyoto Animation CM: Hana-hen,https://myanimelist.cdn-dena.com/images/anime/5/73729.jpg,Special,Original,1,Finished Airing,FALSE,"Jun, 2010","{'from': None, 'to': None}",30 sec.,G - All Ages,5.8,1709,7803,5950,3012,0,,,,"{'Other': [{'mal_id': 13259, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13259/Kyoto_Animation__Ajisai-hen', 'title': 'Kyoto Animation: Ajisai-hen'}, {'mal_id': 13309, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13309/Kyoto_Animation__Hoshi-hen', 'title': 'Kyoto Animation: Hoshi-hen'}, {'mal_id': 13375, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13375/Kyoto_Animation__Sora-hen', 'title': 'Kyoto Animation: Sora-hen'}, {'mal_id': 17791, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17791/Kyoto_Animation__Ikitaku_Naru_Omise-hen', 'title': 'Kyoto Animation: Ikitaku Naru Omise-hen'}, {'mal_id': 17811, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17811/Kyoto_Animation__Hassou-hen', 'title': 'Kyoto Animation: Hassou-hen'}, {'mal_id': 17813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17813/Kyoto_Animation__Megane-hen', 'title': 'Kyoto Animation: Megane-hen'}, {'mal_id': 17815, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17815/Kyoto_Animation__Kasa-hen', 'title': 'Kyoto Animation: Kasa-hen'}, {'mal_id': 17819, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17819/Kyoto_Animation__Suiei-hen', 'title': 'Kyoto Animation: Suiei-hen'}]}",,,Kyoto Animation,Slice of Life,0.5,2010
821,Initial D Battle Stage,,,https://myanimelist.cdn-dena.com/images/anime/2/13168.jpg,OVA,Manga,1,Finished Airing,FALSE,"May 15, 2002","{'from': '2002-05-15', 'to': '2002-05-15'}",52 min.,G - All Ages,7.64,9307,1246,2806,18012,56,,,,"{'Full story': [{'mal_id': 185, 'type': 'anime', 'url': 'https://myanimelist.net/anime/185/Initial_D_First_Stage', 'title': 'Initial D First Stage'}, {'mal_id': 186, 'type': 'anime', 'url': 'https://myanimelist.net/anime/186/Initial_D_Second_Stage', 'title': 'Initial D Second Stage'}, {'mal_id': 187, 'type': 'anime', 'url': 'https://myanimelist.net/anime/187/Initial_D_Third_Stage', 'title': 'Initial D Third Stage'}], 'Sequel': [{'mal_id': 3931, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3931/Initial_D_Battle_Stage_2', 'title': 'Initial D Battle Stage 2'}]}","OB Planning, Fuji TV",,Pastel,"Action, Cars, Drama, Seinen, Sports",52,2002
7176,Cheburashka Arere?,,,https://myanimelist.cdn-dena.com/images/anime/8/33145.jpg,TV,Book,26,Finished Airing,FALSE,"Oct 7, 2009 to Mar 31, 2010","{'from': '2009-10-07', 'to': '2010-03-31'}",3 min. per ep.,G - All Ages,6.52,1111,5509,6254,2646,1,,Fall 2009,Unknown,"{'Side story': [{'mal_id': 9340, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9340/Cheburashka', 'title': 'Cheburashka'}]}",Dream Force,,GoHands,"Kids, Slice of Life, Comedy",3,2009
1726,Devil May Cry,Devil May Cry,"Devil May Cry: The Animated Series, DmC",https://myanimelist.cdn-dena.com/images/anime/4/26417.jpg,TV,Game,12,Finished Airing,FALSE,"Jun 14, 2007 to Sep 6, 2007","{'from': '2007-06-14', 'to': '2007-09-06'}",24 min. per ep.,R - 17+ (violence & profanity),7.11,115107,3152,371,203008,1506,,Summer 2007,Unknown,[],"Media Factory, Toshiba Entertainment","ADV Films, Funimation",Madhouse,"Action, Demons, Fantasy",24,2007
8277,Hyakka Ryouran: Samurai Girls,Samurai Girls,Hyakka Ryouran: Samurai Girls,https://myanimelist.cdn-dena.com/images/anime/9/27705.jpg,TV,Light novel,12,Finished Airing,FALSE,"Sep 4, 2010 to Dec 20, 2010","{'from': '2010-09-04', 'to': '2010-12-20'}",24 min. per ep.,R+ - Mild Nudity,6.95,56592,3736,712,120462,257,"Pre-airing on 4th of September, regular airing started on the 4th of October. Extended version of episode 12 is included in this entry.",Fall 2010,Unknown,"{'Adaptation': [{'mal_id': 26787, 'type': 'manga', 'url': 'https://myanimelist.net/manga/26787/Hyakka_Ryouran__Samurai_Girls', 'title': 'Hyakka Ryouran: Samurai Girls'}], 'Side story': [{'mal_id': 9362, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9362/Hyakka_Ryouran__Samurai_Girls_Specials', 'title': 'Hyakka Ryouran: Samurai Girls Specials'}], 'Sequel': [{'mal_id': 15377, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15377/Hyakka_Ryouran__Samurai_Bride', 'title': 'Hyakka Ryouran: Samurai Bride'}]}","Genco, Lantis, Media Factory, Movic, Hobby Japan, Showgate, Gigno Systems",Sentai Filmworks,Arms,"Action, Comedy, Ecchi, Harem, Samurai, School",24,2010
21681,Hanayamata,Hanayamata,,https://myanimelist.cdn-dena.com/images/anime/1963/90831.jpg,TV,Manga,12,Finished Airing,FALSE,"Jul 8, 2014 to Sep 23, 2014","{'from': '2014-07-08', 'to': '2014-09-23'}",24 min. per ep.,PG-13 - Teens 13 or older,7.38,25722,2112,1150,71644,289,,Summer 2014,Tuesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 34977, 'type': 'manga', 'url': 'https://myanimelist.net/manga/34977/Hanayamata', 'title': 'Hanayamata'}]}","TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DIVE II Entertainment, Bandai Namco Games",Sentai Filmworks,Madhouse,"Slice of Life, Comedy, School",24,2014
36793,3D Kanojo: Real Girl,,3D Girlfriend,https://myanimelist.cdn-dena.com/images/anime/1806/90190.jpg,TV,Manga,12,Currently Airing,TRUE,"Apr 4, 2018 to ?","{'from': '2018-04-04', 'to': None}",22 min. per ep.,PG-13 - Teens 13 or older,6.9,10801,3894,1249,65420,135,,Spring 2018,Wednesdays at 01:59 (JST),"{'Adaptation': [{'mal_id': 50767, 'type': 'manga', 'url': 'https://myanimelist.net/manga/50767/Real_Girl', 'title': 'Real Girl'}]}",,Sentai Filmworks,Hoods Entertainment,"Romance, School, Shoujo",22,2018
28211,Harmony,Harmony,Project Itoh,https://myanimelist.cdn-dena.com/images/anime/2/76993.jpg,Movie,Novel,1,Finished Airing,FALSE,"Nov 13, 2015","{'from': '2015-11-13', 'to': '2015-11-13'}",1 hr. 59 min.,R+ - Mild Nudity,7.1,11216,3204,1850,37433,178,"Winner of the Platinum Grand Prize during the 2016 Future Film Festival, held in Italy.",,,"{'Adaptation': [{'mal_id': 87122, 'type': 'manga', 'url': 'https://myanimelist.net/manga/87122/Harmony', 'title': 'Harmony'}]}","Aniplex, Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fuji Pacific Music Publishing, Kyoraku Industrial Holdings, Kansai Telecasting, Beyond C.",Funimation,Studio 4°C,"Sci-Fi, Psychological",119,2015
254,Jungle wa Itsumo Hare nochi Guu Deluxe,Haré+Guu Deluxe,"Jungle wa Itsumo Haré nochi Guu Deluxe, Jungle wa Itsumo Hale Nochi Guu Deluxe, Hare+Guu Deluxe",https://myanimelist.cdn-dena.com/images/anime/3/10306.jpg,OVA,Manga,6,Finished Airing,FALSE,"Aug 25, 2002 to Jan 25, 2003","{'from': '2002-08-25', 'to': '2003-01-25'}",26 min. per ep.,PG-13 - Teens 13 or older,7.91,5527,679,3729,9670,25,,,,"{'Prequel': [{'mal_id': 253, 'type': 'anime', 'url': 'https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu', 'title': 'Jungle wa Itsumo Hare nochi Guu'}], 'Sequel': [{'mal_id': 255, 'type': 'anime', 'url': 'https://myanimelist.net/anime/255/Jungle_wa_Itsumo_Hare_nochi_Guu_Final', 'title': 'Jungle wa Itsumo Hare nochi Guu Final'}]}",Bandai Visual,Funimation,Shin-Ei Animation,"Comedy, Slice of Life",26,2002
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,,"Mai-HiME Bluray Special, Mai-HiME: The Black Dance/The Last Supper",https://myanimelist.cdn-dena.com/images/anime/11/19697.jpg,Special,Original,1,Finished Airing,FALSE,"Jan 27, 2010","{'from': '2010-01-27', 'to': '2010-01-27'}",4 min.,PG-13 - Teens 13 or older,6.83,1937,4197,5042,4595,4,,,,"{'Parent story': [{'mal_id': 98, 'type': 'anime', 'url': 'https://myanimelist.net/anime/98/Mai-HiME', 'title': 'Mai-HiME'}]}",,,Sunrise,Comedy,4,2010
37104,Slow Start: Web Yokoku Movie,,,https://myanimelist.cdn-dena.com/images/anime/8/90006.jpg,ONA,4-koma manga,11,Finished Airing,FALSE,"Jan 12, 2018 to Mar 23, 2018","{'from': '2018-01-12', 'to': '2018-03-23'}",38 sec. per ep.,PG-13 - Teens 13 or older,6.03,149,7292,7324,1604,1,,,,"{'Other': [{'mal_id': 35540, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35540/Slow_Start', 'title': 'Slow Start'}]}",,,A-1 Pictures,Slice of Life,0.6333333333,2018
865,Kikou Senki Dragonar,Metal Armor Dragonar,,https://myanimelist.cdn-dena.com/images/anime/13/11236.jpg,TV,Original,48,Finished Airing,FALSE,"Feb 7, 1987 to Jan 30, 1988","{'from': '1987-02-07', 'to': '1988-01-30'}",24 min. per ep.,PG-13 - Teens 13 or older,6.81,452,4274,6266,2630,7,,Winter 1987,Unknown,[],"Sotsu, Nagoya TV Housou",,Sunrise,"Sci-Fi, Adventure, Space, Mecha",24,1987
19363,Gin no Saji 2nd Season,Silver Spoon 2nd Season,Gin no Saji 2nd Season,https://myanimelist.cdn-dena.com/images/anime/8/57995.jpg,TV,Manga,11,Finished Airing,FALSE,"Jan 10, 2014 to Mar 28, 2014","{'from': '2014-01-10', 'to': '2014-03-28'}",24 min. per ep.,PG-13 - Teens 13 or older,8.33,54416,207,967,87685,448,,Winter 2014,Fridays at 00:50 (JST),"{'Adaptation': [{'mal_id': 25096, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25096/Gin_no_Saji', 'title': 'Gin no Saji'}], 'Prequel': [{'mal_id': 16918, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16918/Gin_no_Saji', 'title': 'Gin no Saji'}]}","Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,"Comedy, School, Shounen, Slice of Life",24,2014
35249,Uma Musume: Pretty Derby (TV),,,https://myanimelist.cdn-dena.com/images/anime/1683/91888.jpg,TV,Game,0,Currently Airing,TRUE,"Apr 2, 2018 to ?","{'from': '2018-04-02', 'to': None}",23 min.,PG-13 - Teens 13 or older,7.2,5044,2828,2049,31678,85,,Spring 2018,Mondays at 00:00 (JST),"{'Adaptation': [{'mal_id': 106804, 'type': 'manga', 'url': 'https://myanimelist.net/manga/106804/Starting_Gate__Uma_Musume_Pretty_Derby', 'title': 'Starting Gate!: Uma Musume Pretty Derby'}], 'Alternative version': [{'mal_id': 34453, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34453/Uma_Musume__Pretty_Derby', 'title': 'Uma Musume: Pretty Derby'}]}","Lantis, TOHO animation, Cygames",,P.A. Works,Sports,23,2018
799,Kokoro Toshokan,,Kokoro Library,https://myanimelist.cdn-dena.com/images/anime/3/21207.jpg,TV,Manga,13,Finished Airing,FALSE,"Oct 12, 2001 to Feb 17, 2002","{'from': '2001-10-12', 'to': '2002-02-17'}",24 min. per ep.,PG - Children,6.56,1314,5376,5159,4344,14,,Fall 2001,Fridays at 01:15 (JST),"{'Adaptation': [{'mal_id': 2702, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2702/Kokoro_Toshokan', 'title': 'Kokoro Toshokan'}], 'Sequel': [{'mal_id': 5472, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5472/Kokoro_Toshokan__Communication_Clips', 'title': 'Kokoro Toshokan: Communication Clips'}]}",Victor Entertainment,,Studio Deen,"Comedy, Drama, Slice of Life",24,2001
560,Soukyuu no Fafner: Right of Left - Single Program,,"Fafner in the Azure 2, Soukyuu no Fafner II",https://myanimelist.cdn-dena.com/images/anime/8/50369.jpg,Special,Original,1,Finished Airing,FALSE,"Dec 30, 2005","{'from': '2005-12-30', 'to': '2005-12-30'}",51 min.,PG-13 - Teens 13 or older,7.48,4299,1709,3556,10833,23,,,,"{'Sequel': [{'mal_id': 75, 'type': 'anime', 'url': 'https://myanimelist.net/anime/75/Soukyuu_no_Fafner__Dead_Aggressor', 'title': 'Soukyuu no Fafner: Dead Aggressor'}]}",Starchild Records,,"Production I.G, Xebec","Action, Drama, Mecha, Military, Sci-Fi",51,2005
30952,New Initial D Movie: Legend 3 - Mugen,,Shin Gekijouban Initial D: Legend 3 - Mugen,https://myanimelist.cdn-dena.com/images/anime/9/76759.jpg,Movie,Manga,1,Finished Airing,FALSE,"Feb 6, 2016","{'from': '2016-02-06', 'to': '2016-02-06'}",1 hr.,PG-13 - Teens 13 or older,7.92,2995,664,4136,7566,23,,,,"{'Prequel': [{'mal_id': 28881, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou', 'title': 'New Initial D Movie: Legend 2 - Tousou'}]}","Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures",Sentai Filmworks,"SANZIGEN, LIDENFILMS","Cars, Seinen, Sports",60,2016
1124,Seikai no Danshou: Tanjou,Crest of the Stars: Birth,"Seikai no Danshou: Birth, Passage of the Stars: Birth, Seikai no Danshou: Tanjyou, Lost Chapter of the Stars: Birth",https://myanimelist.cdn-dena.com/images/anime/12/61103.jpg,Special,Light novel,1,Finished Airing,FALSE,"Aug 25, 2000","{'from': '2000-08-25', 'to': '2000-08-25'}",25 min.,PG-13 - Teens 13 or older,7.26,3007,2585,4498,6106,10,,,,"{'Adaptation': [{'mal_id': 69501, 'type': 'manga', 'url': 'https://myanimelist.net/manga/69501/Seikai_no_Danshou', 'title': 'Seikai no Danshou'}], 'Sequel': [{'mal_id': 290, 'type': 'anime', 'url': 'https://myanimelist.net/anime/290/Seikai_no_Monshou', 'title': 'Seikai no Monshou'}]}","Bandai Visual, WOWOW, BeSTACK","Funimation, Bandai Entertainment",Sunrise,"Military, Romance, Sci-Fi, Space",25,2000
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,,"Meitantei Conan: Konpeki no Hitsugi [Jolly Roger], Detective Conan 2007, Detective Conan Movie 11",https://myanimelist.cdn-dena.com/images/anime/10/15432.jpg,Movie,Manga,1,Finished Airing,FALSE,"Apr 21, 2007","{'from': '2007-04-21', 'to': '2007-04-21'}",1 hr. 45 min.,PG-13 - Teens 13 or older,7.61,14428,1319,2404,24237,11,,,,"{'Parent story': [{'mal_id': 235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/235/Detective_Conan', 'title': 'Detective Conan'}]}",Big Bang,,TMS Entertainment,"Adventure, Police, Comedy, Mystery, Shounen",105,2007
6337,Hitoriga The Animation,,Hitoriga Counseling,https://myanimelist.cdn-dena.com/images/anime/10/26730.jpg,OVA,Manga,4,Finished Airing,FALSE,"Jun 26, 2009 to Sep 22, 2010","{'from': '2009-06-26', 'to': '2010-09-22'}",28 min. per ep.,Rx - Hentai,6.48,1403,,5346,3937,9,,,,"{'Adaptation': [{'mal_id': 13805, 'type': 'manga', 'url': 'https://myanimelist.net/manga/13805/Hitoriga', 'title': 'Hitoriga'}], 'Alternative setting': [{'mal_id': 7276, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7276/Natsumushi_The_Animation', 'title': 'Natsumushi The Animation'}]}",Pink Pineapple,,Office Take Off,Hentai,28,2009
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","Fireworks, Should We See It from the Side or the Bottom?",,https://myanimelist.cdn-dena.com/images/anime/10/86521.jpg,Movie,Other,1,Finished Airing,FALSE,"Aug 18, 2017","{'from': '2017-08-18', 'to': '2017-08-18'}",1 hr. 30 min.,PG-13 - Teens 13 or older,6.69,8335,4832,1633,45376,180,,,,"{'Adaptation': [{'mal_id': 106845, 'type': 'manga', 'url': 'https://myanimelist.net/manga/106845/Uchiage_Hanabi_Shita_kara_Miru_ka_Yoko_kara_Miru_ka', 'title': 'Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?'}], 'Other': [{'mal_id': 36125, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36125/Uchiage_Hanabi', 'title': 'Uchiage Hanabi'}, {'mal_id': 36162, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36162/Sou__Uchiage_Hanabi_Shita_kara_Miru_ka_Yoko_kara_Miru_ka-hen', 'title': 'Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen'}, {'mal_id': 36223, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36223/New_My_Tear_CL_Series', 'title': 'New My Tear CL Series'}]}","Aniplex, Toho, Lawson HMV Entertainment, Toy&#039;s Factory, East Japan Marketing &amp; Communications, Kadokawa, LINE Corporation",GKIDS,Shaft,Drama,90,2017
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,Dokkoida?!,"Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida, Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoider",https://myanimelist.cdn-dena.com/images/anime/8/84824.jpg,TV,Light novel,12,Finished Airing,FALSE,"Jul 5, 2003 to Sep 20, 2003","{'from': '2003-07-05', 'to': '2003-09-20'}",24 min. per ep.,PG - Children,6.91,1499,3887,5291,4048,15,,Summer 2003,Unknown,"{'Adaptation': [{'mal_id': 4430, 'type': 'manga', 'url': 'https://myanimelist.net/manga/4430/Sumeba_Miyako_no_Cosmos-sou', 'title': 'Sumeba Miyako no Cosmos-sou'}]}","Media Factory, KlockWorx, Memory-Tech, Toshiba Entertainment, Toshiba Digital Frontiers",Sentai Filmworks,ufotable,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen",24,2003
